Date,Description,Debit,Credit,Balance
01-Sept-20,RTGS,"8,827.00",0,"120,824.74"
01-Sept-20,Tax,24.6,0,"120,849.34"
01-Sept-20,Tax,0,"17,264.19","103,585.15"
01-Sept-20,Miscellaneous,"13,617.00",0,"117,202.15"
01-Sept-20,NEFT,0,"117,202.15",0
01-Sept-20,Reversal,995.1,0,995.1
01-Sept-20,Purchase,0,497.55,497.55
01-Sept-20,RTGS,2,0,499.55
01-Sept-20,Purchase,4,0,503.55
01-Sept-20,Cheque,431.07,0,934.62
01-Sept-20,Cheque,"457,939.50",0,"458,874.12"
01-Sept-20,RTGS,"22,675.80",0,"481,549.92"
01-Sept-20,Reversal,"2,780.70",0,"484,330.62"
01-Sept-20,Reversal,5.7,0,"484,336.32"
02-Sept-20,Purchase,0,"69,190.90","415,145.42"
02-Sept-20,Purchase,0,"59,306.49","355,838.93"
02-Sept-20,IMPS,"1,468.00",0,"357,306.93"
02-Sept-20,Cheque,"7,250.31",0,"364,557.24"
03-Sept-20,Miscellaneous,0,"91,139.31","273,417.93"
03-Sept-20,Miscellaneous,0.59,0,"273,418.52"
03-Sept-20,Purchase,"2,754.30",0,"276,172.82"
03-Sept-20,Miscellaneous,154,0,"276,326.82"
03-Sept-20,Miscellaneous,2.34,0,"276,329.16"
03-Sept-20,IMPS,0,"46,054.86","230,274.30"
03-Sept-20,Cash,58,0,"230,332.30"
03-Sept-20,Miscellaneous,0,"28,791.54","201,540.76"
03-Sept-20,Transfer,0,"40,308.15","161,232.61"
03-Sept-20,IMPS,0,"26,872.10","134,360.51"
03-Sept-20,Cash,0,"14,928.95","119,431.56"
03-Sept-20,Transfer,0,"14,928.95","104,502.62"
03-Sept-20,ATM,"255,354.50",0,"359,857.12"
03-Sept-20,Interest,0,"71,971.42","287,885.70"
03-Sept-20,IMPS,15.8,0,"287,901.50"
03-Sept-20,ATM,"1,663,776.00",0,"1,951,677.50"
03-Sept-20,Cash,0,"216,853.06","1,734,824.44"
03-Sept-20,Debit Card,0,"346,964.89","1,387,859.55"
03-Sept-20,Interest,40.52,0,"1,387,900.07"
03-Sept-20,Debit Card,189,0,"1,388,089.07"
03-Sept-20,Miscellaneous,1.4,0,"1,388,090.47"
03-Sept-20,Purchase,0,"347,022.62","1,041,067.85"
03-Sept-20,NEFT,52.37,0,"1,041,120.22"
03-Sept-20,Purchase,0,"520,560.11","520,560.11"
03-Sept-20,NEFT,0,"130,140.03","390,420.08"
03-Sept-20,Commission,0,"130,140.03","260,280.05"
03-Sept-20,NEFT,"2,510.60",0,"262,790.65"
03-Sept-20,Interest,0,"37,541.52","225,249.13"
03-Sept-20,Debit Card,0,"225,249.13",0
03-Sept-20,Transfer,"14,135.20",0,"14,135.20"
03-Sept-20,IMPS,"588,032.00",0,"602,167.20"
03-Sept-20,Cheque,0,"86,023.89","516,143.31"
03-Sept-20,NEFT,7.01,0,"516,150.32"
03-Sept-20,Debit Card,40.36,0,"516,190.68"
03-Sept-20,Interest,0.3,0,"516,190.98"
03-Sept-20,Purchase,0,"516,190.98",0
03-Sept-20,Reversal,"1,960,828.00",0,"1,960,828.00"
03-Sept-20,Bill,"31,984.80",0,"1,992,812.80"
03-Sept-20,Transfer,0,"332,135.47","1,660,677.33"
03-Sept-20,Cheque,"1,412,017.75",0,"3,072,695.08"
03-Sept-20,Debit Card,"23,783.40",0,"3,096,478.48"
03-Sept-20,IMPS,0,"387,059.81","2,709,418.67"
03-Sept-20,IMPS,0,"541,883.73","2,167,534.94"
03-Sept-20,NEFT,0,"433,506.99","1,734,027.95"
03-Sept-20,Tax,0,"346,805.59","1,387,222.36"
03-Sept-20,Miscellaneous,0,"198,174.62","1,189,047.74"
03-Sept-20,Cheque,0,"132,116.42","1,056,931.32"
03-Sept-20,Miscellaneous,"1,089,080.00",0,"2,146,011.32"
03-Sept-20,Miscellaneous,0,"536,502.83","1,609,508.49"
03-Sept-20,Tax,0,"201,188.56","1,408,319.93"
03-Sept-20,Cash,0,"201,188.56","1,207,131.37"
03-Sept-20,ATM,463.9,0,"1,207,595.27"
03-Sept-20,Cheque,5,0,"1,207,600.27"
03-Sept-20,Cheque,"1,500.30",0,"1,209,100.57"
03-Sept-20,RTGS,"933,346.00",0,"2,142,446.57"
03-Sept-20,RTGS,0,"214,244.66","1,928,201.91"
03-Sept-20,Transfer,0,"385,640.38","1,542,561.53"
03-Sept-20,Bill,"5,264.55",0,"1,547,826.08"
03-Sept-20,RTGS,"1,370,381.00",0,"2,918,207.08"
03-Sept-20,Bill,"1,583,281.00",0,"4,501,488.08"
03-Sept-20,Debit Card,0,"450,148.81","4,051,339.27"
03-Sept-20,Debit Card,0,"1,350,446.42","2,700,892.85"
03-Sept-20,RTGS,0,"1,350,446.43","1,350,446.42"
04-Sept-20,Tax,"3,525.38",0,"1,353,971.80"
04-Sept-20,Commission,"3,600.00",0,"1,357,571.80"
04-Sept-20,Debit Card,"1,682,249.20",0,"3,039,821.00"
04-Sept-20,RTGS,0,"379,977.63","2,659,843.38"
04-Sept-20,ATM,"2,306.70",0,"2,662,150.08"
04-Sept-20,Miscellaneous,"3,785.92",0,"2,665,936.00"
04-Sept-20,Bill,0,"380,848.00","2,285,088.00"
04-Sept-20,Purchase,7,0,"2,285,095.00"
04-Sept-20,Reversal,0,"380,849.17","1,904,245.83"
04-Sept-20,ATM,0,"380,849.17","1,523,396.66"
04-Sept-20,NEFT,"2,678.50",0,"1,526,075.16"
04-Sept-20,RTGS,36.7,0,"1,526,111.86"
04-Sept-20,Reversal,0,"763,055.93","763,055.93"
04-Sept-20,Reversal,0,"152,611.19","610,444.74"
04-Sept-20,Debit Card,0,"203,481.58","406,963.16"
04-Sept-20,Cash,"2,782.60",0,"409,745.76"
04-Sept-20,Purchase,0,"102,436.44","307,309.32"
04-Sept-20,Debit Card,"4,060.39",0,"311,369.71"
04-Sept-20,NEFT,0,"31,136.97","280,232.74"
04-Sept-20,Reversal,"1,707,567.00",0,"1,987,799.74"
04-Sept-20,Interest,309.4,0,"1,988,109.14"
04-Sept-20,Tax,"180,192.10",0,"2,168,301.24"
04-Sept-20,Commission,0,"216,830.12","1,951,471.12"
04-Sept-20,Transfer,0,"1,951,471.12",0
04-Sept-20,RTGS,8,0,8
04-Sept-20,Transfer,0,1.6,6.4
04-Sept-20,Interest,146,0,152.4
04-Sept-20,NEFT,35,0,187.4
04-Sept-20,ATM,0,62.47,124.93
04-Sept-20,NEFT,0,12.49,112.44
04-Sept-20,Bill,"212,192.00",0,"212,304.44"
04-Sept-20,Bill,0,"26,538.06","185,766.38"
04-Sept-20,Bill,240.1,0,"186,006.48"
04-Sept-20,IMPS,0,"20,667.39","165,339.09"
04-Sept-20,Bill,"88,604.00",0,"253,943.09"
04-Sept-20,RTGS,0,"253,943.09",0
04-Sept-20,Reversal,"163,377.84",0,"163,377.84"
04-Sept-20,Interest,0,"20,422.23","142,955.61"
04-Sept-20,ATM,"75,052.53",0,"218,008.14"
04-Sept-20,Tax,4,0,"218,012.14"
04-Sept-20,ATM,494.37,0,"218,506.51"
04-Sept-20,Reversal,"94,609.00",0,"313,115.51"
04-Sept-20,Commission,1.18,0,"313,116.69"
04-Sept-20,Bill,0,"31,311.67","281,805.02"
04-Sept-20,Bill,"2,421.00",0,"284,226.02"
04-Sept-20,Bill,0,"284,226.02",0
04-Sept-20,Debit Card,509.4,0,509.4
04-Sept-20,Transfer,"165,956.00",0,"166,465.40"
04-Sept-20,Reversal,"3,782.20",0,"170,247.60"
04-Sept-20,Interest,"2,056.00",0,"172,303.60"
04-Sept-20,Interest,0,"17,230.36","155,073.24"
04-Sept-20,Cheque,"3,720.00",0,"158,793.24"
04-Sept-20,Bill,0,"52,931.08","105,862.16"
04-Sept-20,RTGS,62,0,"105,924.16"
04-Sept-20,Cash,0,"11,769.35","94,154.81"
04-Sept-20,RTGS,31,0,"94,185.81"
04-Sept-20,IMPS,0.33,0,"94,186.14"
04-Sept-20,Cheque,0,"9,418.61","84,767.53"
04-Sept-20,Miscellaneous,"705,363.00",0,"790,130.53"
04-Sept-20,Cash,27.5,0,"790,158.03"
04-Sept-20,ATM,52,0,"790,210.03"
04-Sept-20,NEFT,0,"87,801.11","702,408.92"
04-Sept-20,NEFT,0,"70,240.89","632,168.03"
04-Sept-20,Cash,0,"79,021.00","553,147.03"
04-Sept-20,Purchase,"70,686.47",0,"623,833.50"
04-Sept-20,Bill,0,"69,314.83","554,518.67"
04-Sept-20,NEFT,"4,047.00",0,"558,565.67"
04-Sept-20,Purchase,"172,798.40",0,"731,364.07"
04-Sept-20,Cheque,0,"73,136.41","658,227.66"
04-Sept-20,Debit Card,0,"329,113.83","329,113.83"
04-Sept-20,Cheque,0,"47,016.26","282,097.57"
04-Sept-20,ATM,"698,878.00",0,"980,975.57"
04-Sept-20,Commission,"3,303.00",0,"984,278.57"
04-Sept-20,Transfer,0,"328,092.86","656,185.71"
04-Sept-20,Interest,0,"65,618.57","590,567.14"
04-Sept-20,RTGS,"560,553.00",0,"1,151,120.14"
04-Sept-20,Debit Card,"16,419.70",0,"1,167,539.84"
04-Sept-20,Bill,0,"116,753.98","1,050,785.86"
04-Sept-20,Bill,5,0,"1,050,790.86"
04-Sept-20,Bill,0,"210,158.17","840,632.69"
04-Sept-20,Bill,"3,326.00",0,"843,958.69"
04-Sept-20,IMPS,"2,599.70",0,"846,558.39"
04-Sept-20,Commission,0,"169,311.68","677,246.71"
04-Sept-20,Tax,0,"96,749.53","580,497.18"
04-Sept-20,RTGS,31,0,"580,528.18"
04-Sept-20,ATM,0,"193,509.39","387,018.79"
04-Sept-20,Interest,6,0,"387,024.79"
04-Sept-20,Tax,25.71,0,"387,050.50"
04-Sept-20,Commission,437.2,0,"387,487.70"
04-Sept-20,Miscellaneous,"1,756,043.50",0,"2,143,531.20"
04-Sept-20,Reversal,4.12,0,"2,143,535.32"
04-Sept-20,Tax,7.31,0,"2,143,542.63"
04-Sept-20,RTGS,0,"714,514.21","1,429,028.42"
04-Sept-20,Miscellaneous,0,"357,257.11","1,071,771.32"
04-Sept-20,Commission,2.16,0,"1,071,773.48"
04-Sept-20,Bill,0,"107,177.35","964,596.13"
04-Sept-20,NEFT,0,"964,596.13",0
04-Sept-20,IMPS,6.3,0,6.3
04-Sept-20,Reversal,0,1.05,5.25
04-Sept-20,IMPS,0,1.75,3.5
04-Sept-20,Interest,2.81,0,6.31
04-Sept-20,Miscellaneous,0,0.63,5.68
04-Sept-20,Cheque,"1,755.00",0,"1,760.68"
04-Sept-20,Commission,0,"1,760.68",0
04-Sept-20,IMPS,"1,630,225.80",0,"1,630,225.80"
04-Sept-20,NEFT,"24,060.87",0,"1,654,286.67"
04-Sept-20,Reversal,"207,478.90",0,"1,861,765.57"
04-Sept-20,Commission,3,0,"1,861,768.57"
04-Sept-20,NEFT,0,"265,966.94","1,595,801.63"
04-Sept-20,Bill,"3,468.60",0,"1,599,270.23"
04-Sept-20,IMPS,0,"159,927.02","1,439,343.21"
04-Sept-20,Cheque,0,"179,917.90","1,259,425.31"
04-Sept-20,Purchase,0,"209,904.22","1,049,521.09"
04-Sept-20,Reversal,0,"524,760.55","524,760.55"
04-Sept-20,ATM,0,"262,380.28","262,380.28"
04-Sept-20,Cash,0,"29,153.36","233,226.92"
04-Sept-20,Cheque,"5,435.00",0,"238,661.92"
04-Sept-20,Tax,0,"119,330.96","119,330.96"
05-Sept-20,Purchase,0,"17,047.28","102,283.68"
05-Sept-20,Cash,0,"17,047.28","85,236.40"
05-Sept-20,Bill,0,"42,618.20","42,618.20"
05-Sept-20,IMPS,379,0,"42,997.20"
05-Sept-20,Cash,14,0,"43,011.20"
05-Sept-20,Interest,0,"4,779.02","38,232.18"
05-Sept-20,Bill,2.16,0,"38,234.34"
05-Sept-20,Miscellaneous,18.73,0,"38,253.07"
05-Sept-20,Miscellaneous,0,"5,464.72","32,788.35"
05-Sept-20,Transfer,0,"16,394.18","16,394.18"
05-Sept-20,Bill,0,"3,278.84","13,115.34"
05-Sept-20,IMPS,4.13,0,"13,119.47"
05-Sept-20,NEFT,5.05,0,"13,124.52"
05-Sept-20,Tax,363.73,0,"13,488.25"
05-Sept-20,Purchase,266.36,0,"13,754.61"
05-Sept-20,Interest,"25,876.80",0,"39,631.41"
05-Sept-20,Reversal,"915,756.00",0,"955,387.41"
05-Sept-20,IMPS,"1,539.84",0,"956,927.25"
05-Sept-20,Tax,"2,572.60",0,"959,499.85"
05-Sept-20,Purchase,"1,463,439.50",0,"2,422,939.35"
05-Sept-20,Miscellaneous,0,"484,587.87","1,938,351.48"
05-Sept-20,NEFT,0,"215,372.39","1,722,979.09"
05-Sept-20,Tax,"3,038.60",0,"1,726,017.69"
05-Sept-20,IMPS,"17,262.16",0,"1,743,279.85"
05-Sept-20,Cheque,302.3,0,"1,743,582.15"
05-Sept-20,Debit Card,"116,756.50",0,"1,860,338.65"
05-Sept-20,Cash,0,"930,169.33","930,169.32"
05-Sept-20,Transfer,"1,607,206.00",0,"2,537,375.32"
05-Sept-20,Tax,466,0,"2,537,841.32"
05-Sept-20,Transfer,"427,407.00",0,"2,965,248.32"
05-Sept-20,ATM,"18,146.80",0,"2,983,395.12"
05-Sept-20,Purchase,0,"426,199.30","2,557,195.82"
05-Sept-20,Purchase,0,"2,557,195.82",0
05-Sept-20,Cash,"25,216.41",0,"25,216.41"
05-Sept-20,Bill,47.54,0,"25,263.95"
05-Sept-20,Cheque,"947,771.50",0,"973,035.45"
05-Sept-20,Debit Card,281.88,0,"973,317.33"
05-Sept-20,Cash,0,"121,664.67","851,652.66"
05-Sept-20,Purchase,0,"121,664.67","729,987.99"
05-Sept-20,Debit Card,"103,030.81",0,"833,018.80"
05-Sept-20,Cash,51.95,0,"833,070.75"
05-Sept-20,IMPS,0,"833,070.75",0
05-Sept-20,ATM,2.61,0,2.61
05-Sept-20,NEFT,0,0.33,2.28
05-Sept-20,Cheque,0,1.14,1.14
05-Sept-20,NEFT,"2,773.00",0,"2,774.14"
05-Sept-20,ATM,0,924.71,"1,849.43"
05-Sept-20,Cash,247.35,0,"2,096.78"
05-Sept-20,ATM,0,419.36,"1,677.42"
05-Sept-20,RTGS,"3,402.09",0,"5,079.51"
05-Sept-20,RTGS,0,"2,539.76","2,539.76"
05-Sept-20,Cash,54.1,0,"2,593.86"
05-Sept-20,Bill,0,370.55,"2,223.31"
05-Sept-20,Commission,"21,940.80",0,"24,164.11"
05-Sept-20,ATM,"150,118.60",0,"174,282.71"
05-Sept-20,Tax,0,"21,785.34","152,497.37"
05-Sept-20,Purchase,"13,538.70",0,"166,036.07"
06-Sept-20,RTGS,2,0,"166,038.07"
06-Sept-20,Miscellaneous,0,"27,673.01","138,365.06"
06-Sept-20,RTGS,0,"46,121.69","92,243.37"
06-Sept-20,Cheque,0,"23,060.84","69,182.53"
06-Sept-20,NEFT,242.46,0,"69,424.99"
06-Sept-20,Tax,0,"8,678.12","60,746.87"
06-Sept-20,Bill,0,"20,248.96","40,497.91"
06-Sept-20,RTGS,0,"5,062.24","35,435.67"
06-Sept-20,IMPS,0,"4,429.46","31,006.21"
06-Sept-20,Cash,0,"7,751.55","23,254.66"
06-Sept-20,Commission,370,0,"23,624.66"
06-Sept-20,Miscellaneous,"3,312.90",0,"26,937.56"
06-Sept-20,Cash,1.05,0,"26,938.61"
06-Sept-20,Reversal,61,0,"26,999.61"
06-Sept-20,ATM,25.4,0,"27,025.01"
06-Sept-20,Cheque,"16,008.00",0,"43,033.01"
06-Sept-20,IMPS,22,0,"43,055.01"
06-Sept-20,Commission,0,"10,763.75","32,291.26"
06-Sept-20,Miscellaneous,103,0,"32,394.26"
06-Sept-20,Debit Card,"2,994.40",0,"35,388.66"
06-Sept-20,Miscellaneous,"245,738.40",0,"281,127.06"
06-Sept-20,Purchase,14,0,"281,141.06"
06-Sept-20,Bill,0,"35,142.63","245,998.43"
06-Sept-20,Reversal,0,"245,998.43",0
06-Sept-20,Miscellaneous,"2,032,990.00",0,"2,032,990.00"
06-Sept-20,RTGS,0,"203,299.00","1,829,691.00"
06-Sept-20,Tax,59,0,"1,829,750.00"
06-Sept-20,Interest,"37,967.91",0,"1,867,717.91"
06-Sept-20,Transfer,0,"373,543.58","1,494,174.33"
06-Sept-20,Bill,"3,592.60",0,"1,497,766.93"
06-Sept-20,ATM,14.19,0,"1,497,781.12"
06-Sept-20,Purchase,0,"748,890.56","748,890.56"
06-Sept-20,Reversal,"204,362.50",0,"953,253.06"
06-Sept-20,Miscellaneous,"1,022,944.00",0,"1,976,197.06"
06-Sept-20,Cheque,0,"494,049.27","1,482,147.80"
06-Sept-20,Transfer,0,"370,536.95","1,111,610.85"
06-Sept-20,Transfer,0,"222,322.17","889,288.68"
06-Sept-20,Cheque,0,"444,644.34","444,644.34"
06-Sept-20,Tax,6.92,0,"444,651.26"
06-Sept-20,Cheque,0,"74,108.54","370,542.72"
06-Sept-20,Cheque,0,"185,271.36","185,271.36"
06-Sept-20,Commission,0,"26,467.34","158,804.02"
06-Sept-20,IMPS,0,"39,701.01","119,103.01"
06-Sept-20,Purchase,0,"14,887.88","104,215.13"
06-Sept-20,RTGS,0,"10,421.51","93,793.62"
06-Sept-20,RTGS,0,"18,758.72","75,034.90"
06-Sept-20,Miscellaneous,0,"75,034.90",0
06-Sept-20,Bill,27.9,0,27.9
06-Sept-20,Commission,0,3.1,24.8
06-Sept-20,NEFT,3,0,27.8
06-Sept-20,Debit Card,5.3,0,33.1
06-Sept-20,ATM,0,11.03,22.07
06-Sept-20,IMPS,1.93,0,24
07-Sept-20,NEFT,0,8,16
07-Sept-20,Debit Card,0,4,12
07-Sept-20,Bill,0,4,8
07-Sept-20,Purchase,0,1,7
08-Sept-20,Purchase,"31,441.80",0,"31,448.80"
08-Sept-20,Debit Card,"22,802.40",0,"54,251.20"
08-Sept-20,Transfer,0,"7,750.17","46,501.03"
08-Sept-20,Tax,0,"4,650.10","41,850.93"
08-Sept-20,Purchase,0,"8,370.19","33,480.74"
08-Sept-20,Interest,0,"4,185.09","29,295.65"
08-Sept-20,Commission,0,"5,859.13","23,436.52"
08-Sept-20,Cheque,"30,621.00",0,"54,057.52"
08-Sept-20,Cheque,0,"6,757.19","47,300.33"
08-Sept-20,RTGS,0,"5,255.59","42,044.74"
08-Sept-20,IMPS,"130,183.70",0,"172,228.44"
08-Sept-20,Commission,"3,153.54",0,"175,381.98"
08-Sept-20,NEFT,0,"175,381.98",0
09-Sept-20,Cash,"50,349.00",0,"50,349.00"
09-Sept-20,Debit Card,"5,941.00",0,"56,290.00"
09-Sept-20,NEFT,0,"5,629.00","50,661.00"
09-Sept-20,Bill,"1,998.00",0,"52,659.00"
10-Sept-20,RTGS,0,"5,265.90","47,393.10"
10-Sept-20,Tax,0,"23,696.55","23,696.55"
10-Sept-20,Cash,52,0,"23,748.55"
10-Sept-20,Miscellaneous,23.2,0,"23,771.75"
10-Sept-20,Transfer,58.4,0,"23,830.15"
10-Sept-20,Commission,0,"4,766.03","19,064.12"
10-Sept-20,RTGS,0,"4,766.03","14,298.09"
10-Sept-20,NEFT,"238,467.75",0,"252,765.84"
10-Sept-20,Purchase,"28,667.40",0,"281,433.24"
10-Sept-20,Miscellaneous,"9,440.00",0,"290,873.24"
10-Sept-20,NEFT,22,0,"290,895.24"
10-Sept-20,ATM,0,"290,895.24",0
10-Sept-20,Commission,55.41,0,55.41
10-Sept-20,ATM,0,9.24,46.18
10-Sept-20,Cheque,0,23.09,23.09
10-Sept-20,NEFT,0,2.57,20.52
10-Sept-20,Purchase,0,2.28,18.24
10-Sept-20,ATM,0,18.24,0
10-Sept-20,Purchase,"3,706.36",0,"3,706.36"
10-Sept-20,Commission,0,370.64,"3,335.72"
10-Sept-20,Cheque,15,0,"3,350.72"
10-Sept-20,Cheque,0,"1,116.91","2,233.81"
11-Sept-20,Commission,0,446.76,"1,787.05"
11-Sept-20,Debit Card,44,0,"1,831.05"
11-Sept-20,Purchase,32,0,"1,863.05"
11-Sept-20,Interest,42.92,0,"1,905.97"
11-Sept-20,Bill,"1,214.00",0,"3,119.97"
11-Sept-20,Transfer,0,312,"2,807.97"
12-Sept-20,Bill,0,280.8,"2,527.17"
12-Sept-20,Cash,0,505.43,"2,021.74"
12-Sept-20,Interest,"21,549.90",0,"23,571.64"
12-Sept-20,Purchase,4.6,0,"23,576.24"
12-Sept-20,Commission,0,"5,894.06","17,682.18"
12-Sept-20,Debit Card,"168,847.41",0,"186,529.59"
12-Sept-20,Miscellaneous,"1,170,341.00",0,"1,356,870.59"
12-Sept-20,ATM,0,"193,838.66","1,163,031.93"
12-Sept-20,NEFT,"1,342.54",0,"1,164,374.47"
12-Sept-20,IMPS,0,"582,187.24","582,187.24"
12-Sept-20,Transfer,"16,742.00",0,"598,929.24"
12-Sept-20,Bill,"1,069.00",0,"599,998.24"
12-Sept-20,Miscellaneous,0,"99,999.71","499,998.53"
12-Sept-20,ATM,47,0,"500,045.53"
12-Sept-20,Purchase,"257,563.38",0,"757,608.91"
12-Sept-20,Miscellaneous,0,"151,521.78","606,087.13"
12-Sept-20,ATM,0,"86,583.88","519,503.25"
12-Sept-20,IMPS,0,"57,722.58","461,780.67"
12-Sept-20,Debit Card,0,"51,308.96","410,471.71"
12-Sept-20,Purchase,"86,484.00",0,"496,955.71"
12-Sept-20,Bill,"9,309.10",0,"506,264.81"
12-Sept-20,Cheque,"3,948.60",0,"510,213.41"
12-Sept-20,Cash,"236,689.00",0,"746,902.41"
12-Sept-20,ATM,0,"373,451.21","373,451.20"
12-Sept-20,Miscellaneous,"223,208.31",0,"596,659.51"
12-Sept-20,Cheque,"5,228.20",0,"601,887.71"
12-Sept-20,Reversal,"31,779.40",0,"633,667.11"
12-Sept-20,Reversal,"61,605.00",0,"695,272.11"
12-Sept-20,Miscellaneous,63,0,"695,335.11"
12-Sept-20,Transfer,0,"115,889.19","579,445.93"
12-Sept-20,Miscellaneous,"1,556,167.00",0,"2,135,612.93"
12-Sept-20,Transfer,0,"237,290.33","1,898,322.60"
12-Sept-20,Transfer,0,"189,832.26","1,708,490.34"
12-Sept-20,Bill,0,"170,849.03","1,537,641.31"
12-Sept-20,ATM,0,"768,820.66","768,820.66"
12-Sept-20,IMPS,345.9,0,"769,166.56"
12-Sept-20,NEFT,0,"153,833.31","615,333.25"
12-Sept-20,Bill,"3,584.00",0,"618,917.25"
12-Sept-20,Commission,"3,739.74",0,"622,656.99"
12-Sept-20,Reversal,22.51,0,"622,679.50"
12-Sept-20,Cash,0,"124,535.90","498,143.60"
12-Sept-20,Transfer,25.7,0,"498,169.30"
12-Sept-20,NEFT,0,"249,084.65","249,084.65"
12-Sept-20,Miscellaneous,"157,494.00",0,"406,578.65"
12-Sept-20,Transfer,0,"67,763.11","338,815.54"
12-Sept-20,Tax,0,"84,703.89","254,111.65"
12-Sept-20,Commission,"3,763.35",0,"257,875.00"
12-Sept-20,IMPS,"83,559.00",0,"341,434.00"
12-Sept-20,NEFT,0,"37,937.11","303,496.89"
12-Sept-20,Interest,0,"33,721.88","269,775.01"
12-Sept-20,Tax,0,"29,975.00","239,800.01"
12-Sept-20,Transfer,0,"79,933.34","159,866.67"
12-Sept-20,Cheque,0,"22,838.10","137,028.57"
12-Sept-20,NEFT,0,"68,514.29","68,514.28"
12-Sept-20,Transfer,0,"17,128.57","51,385.71"
12-Sept-20,Cash,0,"5,709.52","45,676.19"
12-Sept-20,Transfer,8,0,"45,684.19"
12-Sept-20,Bill,61.4,0,"45,745.59"
12-Sept-20,Transfer,"1,435.00",0,"47,180.59"
12-Sept-20,Transfer,"249,607.97",0,"296,788.56"
12-Sept-20,RTGS,5.8,0,"296,794.36"
12-Sept-20,Commission,63,0,"296,857.36"
12-Sept-20,Commission,"3,508.00",0,"300,365.36"
12-Sept-20,Cheque,0,"60,073.07","240,292.29"
12-Sept-20,IMPS,"2,028,144.50",0,"2,268,436.79"
12-Sept-20,RTGS,0,"324,062.40","1,944,374.39"
12-Sept-20,Cash,0,"972,187.20","972,187.20"
12-Sept-20,Interest,0,"162,031.20","810,156.00"
12-Sept-20,RTGS,"190,153.44",0,"1,000,309.44"
12-Sept-20,Commission,0,"333,436.48","666,872.96"
12-Sept-20,Interest,0,"95,267.57","571,605.39"
12-Sept-20,Commission,0,"190,535.13","381,070.26"
12-Sept-20,Debit Card,"7,047.00",0,"388,117.26"
12-Sept-20,Purchase,"3,810.47",0,"391,927.73"
12-Sept-20,Transfer,0,"39,192.77","352,734.96"
12-Sept-20,Debit Card,0,"39,192.77","313,542.19"
12-Sept-20,Bill,3.91,0,"313,546.10"
12-Sept-20,Cheque,0,"39,193.26","274,352.84"
12-Sept-20,Commission,0,"30,483.65","243,869.19"
12-Sept-20,ATM,"186,448.00",0,"430,317.19"
12-Sept-20,Bill,0,"107,579.30","322,737.89"
12-Sept-20,NEFT,"666,452.00",0,"989,189.89"
13-Sept-20,NEFT,314,0,"989,503.89"
13-Sept-20,RTGS,0,"329,834.63","659,669.26"
13-Sept-20,Interest,"20,007.90",0,"679,677.16"
13-Sept-20,Interest,"14,274.00",0,"693,951.16"
13-Sept-20,Transfer,0,"231,317.05","462,634.11"
13-Sept-20,Debit Card,"1,580,996.80",0,"2,043,630.91"
13-Sept-20,Debit Card,1,0,"2,043,631.91"
13-Sept-20,Cash,"851,002.00",0,"2,894,633.91"
13-Sept-20,Miscellaneous,156.66,0,"2,894,790.57"
13-Sept-20,IMPS,0,"289,479.06","2,605,311.51"
13-Sept-20,Commission,5,0,"2,605,316.51"
13-Sept-20,Transfer,0,"372,188.07","2,233,128.44"
13-Sept-20,Interest,"817,783.00",0,"3,050,911.44"
13-Sept-20,Reversal,215,0,"3,051,126.44"
13-Sept-20,IMPS,0,"435,875.21","2,615,251.23"
13-Sept-20,Commission,0,"2,615,251.23",0
13-Sept-20,Cheque,29.3,0,29.3
13-Sept-20,RTGS,"231,436.00",0,"231,465.30"
13-Sept-20,ATM,"219,043.50",0,"450,508.80"
13-Sept-20,Bill,0,"50,056.53","400,452.27"
13-Sept-20,Purchase,0,"80,090.45","320,361.82"
13-Sept-20,Bill,"1,095.00",0,"321,456.82"
13-Sept-20,NEFT,0,"80,364.21","241,092.62"
14-Sept-20,Interest,0,"48,218.52","192,874.10"
14-Sept-20,Reversal,"192,383.00",0,"385,257.10"
14-Sept-20,Commission,7,0,"385,264.10"
14-Sept-20,Cash,1.5,0,"385,265.60"
14-Sept-20,NEFT,"25,337.64",0,"410,603.24"
14-Sept-20,Cash,"176,460.40",0,"587,063.64"
14-Sept-20,Debit Card,0,"293,531.82","293,531.82"
14-Sept-20,Transfer,0,"32,614.65","260,917.17"
14-Sept-20,Bill,0,"26,091.72","234,825.45"
14-Sept-20,Interest,"114,286.00",0,"349,111.45"
14-Sept-20,Interest,"28,733.00",0,"377,844.45"
14-Sept-20,NEFT,26,0,"377,870.45"
14-Sept-20,Cheque,255.5,0,"378,125.95"
15-Sept-20,NEFT,0,"54,017.99","324,107.96"
15-Sept-20,NEFT,0,"46,301.14","277,806.82"
15-Sept-20,Transfer,0,"27,780.68","250,026.14"
15-Sept-20,Debit Card,0,"83,342.05","166,684.09"
15-Sept-20,RTGS,4.69,0,"166,688.78"
15-Sept-20,Bill,0.7,0,"166,689.48"
15-Sept-20,Commission,"5,763.60",0,"172,453.08"
15-Sept-20,IMPS,"1,062.10",0,"173,515.18"
15-Sept-20,Bill,"193,615.00",0,"367,130.18"
15-Sept-20,Debit Card,35,0,"367,165.18"
15-Sept-20,Reversal,0,"40,796.13","326,369.05"
15-Sept-20,IMPS,8.9,0,"326,377.95"
15-Sept-20,Cheque,0,"40,797.24","285,580.71"
15-Sept-20,IMPS,"2,023.00",0,"287,603.71"
